funding_rounds,time_to_first_funding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,status,region,city,total_investment,Industry_Group,Founded_year
1.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,739,563,20850000.0,28,2012
1.0,1828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50,135,50000.0,23,2009
1.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,291,1013,0.0,31,2011
2.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,3329850.0,38,2012
2.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,291,2675,6620650.0,25,2011
1.0,3538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,567,2660,2200000.0,31,2000
4.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,790,2783,71400000.0,23,2008
3.0,0.0,0.0,7486607.0,0.0,0.0,0.0,0.0,0.0,2,904,3194,16149048.0,28,2007
1.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,936,3281,0.0,8,2007
4.0,2967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,114,1933,7595758.0,23,2001
2.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,105,323,88049.0,31,2013
1.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,790,3317,100000.0,40,2008
1.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2784,500000.0,38,2010
4.0,1534.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,2,770,2612,27394996.0,38,2006
1.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,692,1230,0.0,31,2012
1.0,-1321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,998,3569,500000.0,26,2012
1.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,884,2876,295000.0,24,2011
1.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,40859.0,31,2013
1.0,1584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,23,1600000.0,38,2009
1.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,199,642,0.0,31,2012
1.0,2277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,770,2293,7000000.0,25,2008
1.0,2181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,645,407,1725000.0,23,2008
1.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,642,1235,16500000.0,41,2013
1.0,1694.0,2700000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50,135,2700000.0,7,2009
1.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,319,2063,58510.0,31,2008
4.0,984.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,836,3005,10700000.0,40,2008
3.0,-1070.0,0.0,23500000.0,32500000.0,0.0,0.0,0.0,0.0,2,242,50,58750000.0,23,2011
6.0,538.0,2350000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2787,3272000.0,38,2010
2.0,410.0,7727782.0,0.0,0.0,0.0,0.0,0.0,0.0,2,519,1784,9466686.0,25,2011
1.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,800,3106,44843.0,31,2013
1.0,2189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,954,3357,0.0,25,2007
1.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,786,2771,3579182.0,23,2000
1.0,1231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2383,2300000.0,38,2011
1.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,527,1810,653200.0,23,2009
1.0,6977.0,29000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,370,1660,29000000.0,23,1989
4.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,796,1167,550000.0,38,2009
4.0,642.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,786,2808,5828444.0,23,2010
4.0,1110.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,2,645,2187,31572684.0,23,2008
1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,223,3487,21471.0,8,2009
4.0,4479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50,58,15021489.0,23,1996
5.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,580,1955,540000.0,31,2012
1.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,798,2831,40000.0,23,2012
1.0,990.0,1345291.0,0.0,0.0,0.0,0.0,0.0,0.0,2,800,3106,1345291.0,29,2011
4.0,3810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,770,2784,130300000.0,23,1999
1.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,706,837000.0,40,2010
1.0,5531.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2635,4000000.0,31,1992
4.0,253.0,3761685.0,6064606.0,0.0,0.0,0.0,0.0,0.0,2,519,1784,15071350.0,24,2003
2.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,645,2187,3900000.0,41,2007
2.0,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,24,3219,14000000.0,23,2007
2.0,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,114,346,2805000.0,15,2012
1.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,948,2546,579809.0,31,2009
1.0,1420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,629,2128,0.0,23,2010
1.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,609,2106,207742.0,38,2013
5.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,936,3281,590000.0,38,2008
1.0,958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,998,3569,1898403.0,38,2010
1.0,2927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,779,2573,0.0,38,2004
2.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,811,2878,937054.0,31,2011
3.0,4509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2003,45299500.0,25,1999
2.0,960.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,114,468,3300000.0,15,2011
2.0,1063.0,1500000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,2,790,938,6500000.0,7,2009
1.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,645,2187,565000.0,26,2011
1.0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,514,1766,0.0,14,2003
3.0,449.0,850000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,608,2104,2850000.0,6,2011
1.0,3027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,145,3569,10000000.0,17,2006
1.0,8839.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,3200000.0,24,1990
1.0,1079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,645,2187,0.0,1,2009
1.0,1677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,720,2511,800000.0,14,2009
1.0,620.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2096,6000000.0,14,2013
1.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,223,1240,0.0,31,2013
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,645,2187,950000.0,1,2011
1.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,859,3067,0.0,8,2006
4.0,1113.0,3777875.0,1099998.0,0.0,0.0,0.0,0.0,0.0,2,838,554,11084050.0,31,2007
2.0,1113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,807,348,700000.0,28,2007
1.0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,393,1388,1000000.0,5,2007
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,253,852,329250.0,38,2007
1.0,1560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,519,1784,1890000.0,34,2001
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,78,192,51756.0,8,2012
5.0,109.0,33120000.0,12400000.0,0.0,0.0,0.0,0.0,0.0,2,671,2322,91670000.0,5,2008
1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,998,3569,0.0,17,2009
3.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50,135,300000.0,14,2013
1.0,9370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,790,2783,200000000.0,23,1987
1.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,156,456,0.0,7,2010
2.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,776,1897,70000.0,26,2013
2.0,5428.0,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,3,373,2270,14000000.0,17,1995
6.0,666.0,634500.0,0.0,18000000.0,0.0,0.0,0.0,0.0,2,646,2182,36909736.0,5,2009
2.0,499.0,4200000.0,3800000.0,0.0,0.0,0.0,0.0,0.0,2,55,149,8000000.0,38,2012
5.0,209.0,4000000.0,6000000.0,10000000.0,54000000.0,0.0,0.0,0.0,0,521,2825,74000000.0,26,2006
4.0,515.0,4010000.0,9998001.0,0.0,0.0,0.0,0.0,0.0,2,955,1330,14008001.0,24,2009
2.0,360.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,770,2383,6500000.0,7,2005
1.0,663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,238,807,25000.0,38,2013
2.0,178.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,770,2794,12700000.0,12,2010
1.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,428,2640,1500000.0,24,2013
3.0,745.0,1450000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,2,853,3046,11780000.0,38,2004
4.0,2673.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,2,770,2787,16500807.0,23,2002
5.0,5614.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,790,2783,19445695.0,38,1995
1.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50,135,0.0,7,2013
1.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,245,831,200000.0,34,2008
1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,830,2956,38598.0,14,2013
1.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,955,987,0.0,31,2012
1.0,554.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,790,1627,10000000.0,5,2013
3.0,30.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,868,3099,850000.0,38,2011
1.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,263,3130,100000.0,38,2007
1.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,291,1013,0.0,31,2008
1.0,1647.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0,2,114,468,18000000.0,5,2009
2.0,390.0,0.0,498000.0,0.0,0.0,0.0,0.0,0.0,1,265,903,587000.0,38,2005
3.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,587,1179,1454259.0,23,2013
6.0,1551.0,0.0,0.0,0.0,0.0,4100000.0,20000000.0,0.0,2,770,2096,80128582.0,5,2005
1.0,6292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,261,2582,102000000.0,22,1996
1.0,323.0,43000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,114,468,43000000.0,5,2013
2.0,874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,519,1784,6000000.0,12,2009
3.0,1080.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,391,1373,2500000.0,38,2003
1.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,90,259,0.0,8,2014
1.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,165000.0,24,2013
1.0,1703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,700,2394,2500000.0,38,2009
1.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,50000.0,14,2014
1.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,200000.0,38,2013
4.0,1055.0,7500000.0,15000000.0,35000000.0,30000000.0,0.0,0.0,0.0,2,770,2794,87500000.0,23,2008
10.0,0.0,13500000.0,20000000.0,15000000.0,0.0,0.0,0.0,0.0,2,637,2142,73500100.0,1,2007
3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2383,260000.0,14,2012
2.0,8303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,55,149,5067737.0,38,1988
1.0,1343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,241,91,100000.0,38,2010
4.0,1813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,467,1594,2706000.0,5,2005
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,0.0,31,2013
1.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2383,0.0,14,2013
1.0,1226.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,74,186,2000000.0,38,2010
1.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,521,3041,0.0,21,2010
1.0,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,904,2636,0.0,14,2010
1.0,2604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,184,587,964000.0,14,2001
1.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,184,587,50000.0,8,2013
3.0,597.0,2460000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,438,2860000.0,12,2011
3.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,729,2538,618000.0,14,2012
1.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,135,431,51475.0,7,2011
1.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,114,346,18000.0,14,2013
2.0,390.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2780,8100000.0,14,2010
1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,643,2180,50000.0,23,2013
5.0,209.0,4500000.0,15000000.0,5000000.0,0.0,0.0,0.0,0.0,2,770,2612,30260000.0,11,2006
1.0,4576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,955,114,0.0,31,1984
1.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2784,9000000.0,31,2012
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2293,120000.0,14,2013
1.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,190,1748,685000.0,22,2011
1.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,645,2187,600000.0,14,2012
1.0,867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,642,2171,500000.0,14,2011
2.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,901,3182,59730.0,14,2012
2.0,871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,524,1803,1352713.0,5,2011
1.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,807,235,530000.0,14,2012
2.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,28000.0,8,2011
2.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,700,2394,694280.0,38,2010
1.0,928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,256,0.0,24,2009
1.0,8623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,300000.0,17,1986
1.0,2616.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,608,2104,1500000.0,14,2007
1.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,192,3569,40000.0,14,2012
1.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,798,2831,40000.0,14,2012
1.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,132,424,688566.0,8,2013
1.0,4351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,890,2696,1000000.0,14,1990
1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,605,2083,1000000.0,14,2013
2.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,208,679,290000.0,38,2012
3.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,979,3509,250000.0,14,2010
1.0,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,55,149,0.0,31,2010
1.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,645,2187,15000.0,14,2012
2.0,8250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,106,325,365000.0,14,1988
1.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,645,2187,20000.0,14,2014
1.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,40000.0,14,2012
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,519,1784,325398.0,7,2013
1.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,998,3569,200000.0,8,2010
1.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,90,259,1700000.0,19,2011
2.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,208,679,350000.0,24,2009
2.0,1769.0,0.0,0.0,9000000.0,15000000.0,0.0,0.0,0.0,0,475,2437,24000000.0,33,1998
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2787,400000.0,24,2013
1.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,521,3290,50000.0,39,2007
1.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,562,1865,614900.0,38,2012
1.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50,135,721566.0,5,2009
1.0,767.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,579,1951,4000000.0,1,2008
1.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,790,2783,45000000.0,5,2012
1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,90,259,1560995.0,38,2013
1.0,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,238,350,3164325.0,5,2003
1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,750,2806,600000.0,12,2012
1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,717,506,150000.0,23,2012
1.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,519,1784,141410.0,24,2010
2.0,1963.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2383,4125000.0,23,2006
1.0,1679.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0,770,3083,6000000.0,1,2002
1.0,1327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,700,2394,5332740.0,35,2007
1.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,667,2304,0.0,41,2011
1.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,190,605,0.0,31,2012
1.0,5669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,7590940.0,5,1998
1.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,790,2783,0.0,12,2012
1.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,1000000.0,31,2009
1.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,798,2831,40000.0,23,2010
1.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,521,277,200000.0,26,2011
1.0,1585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,519,1784,649000.0,38,2004
1.0,2789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,901,3182,0.0,31,2000
1.0,4228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50,135,26000002.0,21,2002
1.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,695,318,0.0,7,2014
3.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,199,642,295000.0,24,2011
1.0,360.0,4002098.0,0.0,0.0,0.0,0.0,0.0,0.0,2,308,3074,4002098.0,41,2010
2.0,6245.0,0.0,14300000.0,0.0,0.0,0.0,0.0,0.0,2,224,3326,24300000.0,22,1995
3.0,2372.0,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,2,396,1409,23417332.0,5,2002
3.0,2382.0,0.0,0.0,0.0,0.0,26000000.0,0.0,0.0,2,901,3182,44000000.0,38,2000
1.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,521,1797,300000.0,8,2006
1.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,879,1585,0.0,15,2009
2.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,998,3569,1000000.0,7,2010
1.0,1089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,778,2732,880000.0,24,2007
1.0,4518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,114,1933,2500000.0,34,1997
1.0,1287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50,3051,1658525.0,41,2006
1.0,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,677,2344,0.0,0,2009
2.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,520,1406,3000000.0,7,2011
2.0,5066.0,0.0,0.0,0.0,0.0,7600000.0,0.0,0.0,0,229,758,8864292.0,38,1994
3.0,1979.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0,519,1784,27000000.0,38,2001
5.0,0.0,6000000.0,10000000.0,16000000.0,29500000.0,0.0,0.0,0.0,2,998,3569,62500000.0,38,2007
1.0,9555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,700,3266,40000.0,7,1986
2.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2784,1850000.0,21,2011
1.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,673,1153,3000000.0,17,2012
1.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50,135,300000.0,28,2012
2.0,-191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,790,2783,12550.0,5,2012
1.0,6119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,700,2394,6885882.0,35,1997
1.0,2583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,519,1784,3333553.0,38,2007
1.0,2217.0,0.0,0.0,20500000.0,0.0,0.0,0.0,0.0,2,50,135,20500000.0,38,2000
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,236,800,50000.0,7,2009
1.0,1638.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,609,2106,15000000.0,39,2010
2.0,150.0,3000000.0,110000000.0,0.0,0.0,0.0,0.0,0.0,2,521,2825,113000000.0,24,2000
1.0,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,798,2831,40000.0,22,2010
1.0,2543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,756,2660,0.0,22,2006
3.0,1087.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,756,2660,8595974.0,38,2007
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,319,2206,10176.0,22,2009
4.0,779.0,5000000.0,0.0,70000000.0,0.0,100000000.0,0.0,0.0,2,815,2889,270000000.0,7,2006
1.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,319,2733,52792.0,38,2012
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,904,3194,0.0,38,2010
2.0,415.0,14113123.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2780,14113123.0,5,2008
1.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,519,468,7032007.0,1,2010
6.0,873.0,3200000.0,8000000.0,2000000.0,1017308.0,0.0,0.0,0.0,2,770,2784,19862991.0,1,2006
1.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,673,703,0.0,38,2013
2.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2787,14000000.0,23,2007
4.0,2900.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,114,14,15500000.0,38,2001
1.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,936,3281,0.0,38,2005
1.0,2063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,229,2475,0.0,35,2008
2.0,929.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,352,1225,26220000.0,19,2011
3.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,74,186,16000000.0,41,2004
2.0,2161.0,0.0,0.0,0.0,18500000.0,0.0,0.0,0.0,0,955,1130,40000000.0,23,2000
2.0,2459.0,0.0,16000000.0,0.0,0.0,0.0,0.0,0.0,2,955,2625,22000000.0,38,2000
1.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,164,492,127800.0,24,2013
4.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,492,1666,1230000.0,38,2003
1.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,778,2732,0.0,22,2010
1.0,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,645,2187,1000000.0,23,2012
2.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,256,800000.0,28,2013
1.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,229,758,27000.0,41,2013
1.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,645,2187,400000.0,38,2014
2.0,3648.0,0.0,18000000.0,26000000.0,0.0,0.0,0.0,0.0,0,807,348,44000000.0,22,1995
1.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,519,1784,0.0,28,2012
2.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,114,468,2605000.0,35,2010
3.0,2135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2635,14069222.0,38,2005
2.0,5560.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,2,567,2141,4500000.0,38,1998
1.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,521,1797,40000.0,19,2010
1.0,1901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,800000.0,1,2009
5.0,750.0,12000000.0,50000000.0,0.0,0.0,0.0,0.0,0.0,2,770,2096,94828397.0,24,1998
1.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,770,2096,30000000.0,0,2014
1.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,646,2965,5500000.0,38,2007
1.0,1405.0,6910000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,998,3569,6910000.0,5,2006
